Fi,Fv
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,16.94920568693729
11.136721658025085,18.00917252803562
11.136721658025085,18.00917252803562
11.136721658025085,18.00917252803562
11.136721658025085,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,18.00917252803562
12.984033383563878,19.16718803069361
12.984033383563878,19.16718803069361
12.984033383563878,19.16718803069361
12.984033383563878,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,19.16718803069361
17.093305228502302,14.337781933247276
17.093305228502302,14.337781933247276
17.093305228502302,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
19.603083236896524,14.337781933247276
